id,device_id,ts,voltage,humidity,temperature,latitude,longitude
338,device2,2025-11-11 18:19:37.172485+05:30,0.49,36.05,29.45,0,0
339,device1,2025-11-11 18:19:38.84453+05:30,0.32,41.35,26.39,0,0
340,device2,2025-11-11 18:19:52.119424+05:30,0.49,36.19,29.42,0,0
341,device1,2025-11-11 18:19:53.967476+05:30,0.32,41.40,26.39,0,0
342,device2,2025-11-11 18:20:07.103721+05:30,0.49,36.21,29.42,0,0
343,device1,2025-11-11 18:20:08.953702+05:30,0.32,41.38,26.43,0,0
344,device1,2025-11-11 18:20:28.744452+05:30,0.32,41.13,26.43,0,0
345,device2,2025-11-11 18:20:29.311965+05:30,0.49,36.11,29.41,0,0
346,device1,2025-11-11 18:20:46.539303+05:30,0.32,41.05,26.46,0,0
347,device1,2025-11-11 18:20:56.428509+05:30,0.33,41.19,26.49,0,0
348,device2,2025-11-11 18:20:57.725199+05:30,0.49,36.12,29.42,0,0
349,device2,2025-11-11 18:20:58.293773+05:30,0.49,36.20,29.41,0,0
350,device1,2025-11-11 18:21:11.146315+05:30,0.32,41.06,26.51,0,0
351,device2,2025-11-11 18:21:13.459784+05:30,0.49,36.08,29.42,0,0
352,device1,2025-11-11 18:21:25.927624+05:30,0.30,40.90,26.52,0,0
353,device2,2025-11-11 18:21:28.430855+05:30,0.49,36.05,29.41,0,0
354,device1,2025-11-11 18:21:40.892351+05:30,0.33,41.06,26.52,0,0
355,device2,2025-11-11 18:21:43.367527+05:30,0.49,36.14,29.42,0,0
356,device1,2025-11-11 18:21:55.862438+05:30,0.30,41.06,26.53,0,0
357,device2,2025-11-11 18:21:58.323278+05:30,0.49,36.13,29.42,0,0
358,device1,2025-11-11 18:22:11.049347+05:30,0.32,41.09,26.52,0,0
359,device2,2025-11-11 18:22:13.464713+05:30,0.49,36.16,29.41,0,0
360,device1,2025-11-11 18:22:25.848061+05:30,0.32,41.11,26.49,0,0
361,device2,2025-11-11 18:22:28.424363+05:30,0.49,36.18,29.39,0,0
362,device1,2025-11-11 18:22:40.887832+05:30,0.33,41.34,26.43,0,0
363,device2,2025-11-11 18:22:43.364742+05:30,0.49,36.24,29.36,0,0
364,device1,2025-11-11 18:22:55.852937+05:30,0.32,41.45,26.39,0,0
365,device2,2025-11-11 18:22:58.511895+05:30,0.49,36.29,29.31,0,0
366,device1,2025-11-11 18:23:10.812183+05:30,0.33,41.49,26.38,0,0
367,device2,2025-11-11 18:23:13.368439+05:30,0.49,36.32,29.30,0,0
368,device1,2025-11-11 18:23:25.752131+05:30,0.33,41.46,26.36,0,0
369,device2,2025-11-11 18:23:28.423714+05:30,0.49,36.39,29.27,0,0
370,device1,2025-11-11 18:23:40.812758+05:30,0.32,41.45,26.37,0,0
371,device2,2025-11-11 18:23:43.397674+05:30,0.49,36.43,29.26,0,0
372,device2,2025-11-11 18:23:58.393572+05:30,0.49,36.77,29.26,0,0
373,device2,2025-11-11 18:24:13.677704+05:30,0.49,36.51,29.26,0,0
374,device2,2025-11-11 18:24:28.670023+05:30,0.49,36.53,29.27,0,0
375,device2,2025-11-11 18:24:43.545997+05:30,0.49,36.36,29.28,0,0
376,device2,2025-11-11 18:24:58.613742+05:30,0.49,36.31,29.31,0,0
377,device2,2025-11-11 18:25:13.483091+05:30,0.49,36.30,29.28,0,0
378,device2,2025-11-11 18:25:28.737366+05:30,0.49,36.48,29.23,0,0
379,device2,2025-11-11 18:25:43.547089+05:30,0.49,36.55,29.19,0,0
380,device2,2025-11-11 18:25:58.550376+05:30,0.49,36.49,29.19,0,0
381,device2,2025-11-11 18:26:13.626979+05:30,0.49,36.44,29.17,0,0
382,device2,2025-11-11 18:26:28.633849+05:30,0.49,36.40,29.15,0,0
383,device2,2025-11-11 18:26:43.555756+05:30,0.49,36.48,29.12,0,0
384,device2,2025-11-11 18:26:58.54349+05:30,0.49,36.56,29.10,0,0
385,device2,2025-11-11 18:27:13.658898+05:30,0.49,36.64,29.09,0,0
386,device2,2025-11-11 18:27:28.708326+05:30,0.49,36.66,29.10,0,0
387,device2,2025-11-11 18:27:43.692809+05:30,0.49,36.58,29.13,0,0
388,device2,2025-11-11 18:27:58.549708+05:30,0.49,36.47,29.15,0,0
389,device2,2025-11-11 18:28:13.613073+05:30,0.49,36.44,29.17,0,0
390,device2,2025-11-11 18:28:28.642796+05:30,0.49,36.37,29.18,0,0
391,device2,2025-11-11 18:28:43.870223+05:30,0.49,36.33,29.19,0,0
392,device2,2025-11-11 18:28:58.753975+05:30,0.49,36.28,29.19,0,0
393,device2,2025-11-11 18:29:14.05906+05:30,0.49,36.28,29.17,0,0
394,device2,2025-11-11 18:29:28.637198+05:30,0.49,36.36,29.15,0,0
395,device2,2025-11-11 18:29:43.813787+05:30,0.49,36.38,29.12,0,0
396,device2,2025-11-11 18:30:01.255099+05:30,0.49,36.51,29.13,0,0
397,device2,2025-11-11 18:30:13.740236+05:30,0.49,36.43,29.14,0,0
398,device2,2025-11-11 18:30:28.80512+05:30,0.49,36.36,29.15,0,0
399,device1,2025-11-11 18:30:31.297418+05:30,13.88,43.14,27.38,0,0
400,device2,2025-11-11 18:30:43.891171+05:30,0.49,36.29,29.14,0,0
401,device1,2025-11-11 18:30:45.017098+05:30,13.99,42.22,27.22,0,0
402,device2,2025-11-11 18:30:58.796113+05:30,0.49,36.28,29.14,0,0
403,device1,2025-11-11 18:31:00.23017+05:30,13.98,41.17,27.06,0,0
404,device2,2025-11-11 18:31:13.704567+05:30,0.49,36.24,29.14,0,0
405,device1,2025-11-11 18:31:15.152418+05:30,13.90,41.06,26.90,0,0
406,device2,2025-11-11 18:31:29.783937+05:30,0.49,36.23,29.16,0,0
407,device1,2025-11-11 18:31:31.349069+05:30,13.98,41.19,26.74,0,0
408,device2,2025-11-11 18:31:43.929357+05:30,0.49,36.16,29.15,0,0
409,device1,2025-11-11 18:31:45.529827+05:30,13.98,41.28,26.62,0,0
410,device2,2025-11-11 18:31:59.478592+05:30,0.49,36.18,29.14,0,0
411,device1,2025-11-11 18:32:00.41238+05:30,13.89,41.40,26.50,0,0
412,device2,2025-11-11 18:32:14.317048+05:30,0.49,36.14,29.15,0,0
413,device1,2025-11-11 18:32:15.462025+05:30,13.89,41.41,26.38,0,0
414,device2,2025-11-11 18:32:29.170352+05:30,0.49,36.13,29.14,0,0
415,device1,2025-11-11 18:32:30.326586+05:30,13.96,41.56,26.27,0,0
416,device2,2025-11-11 18:32:43.951912+05:30,0.49,36.13,29.13,0,0
417,device1,2025-11-11 18:32:45.459721+05:30,13.96,41.95,26.19,0,0
418,device2,2025-11-11 18:32:58.783127+05:30,0.49,36.17,29.14,0,0
419,device1,2025-11-11 18:33:00.285193+05:30,13.95,43.61,26.14,0,0
420,device2,2025-11-11 18:33:13.979356+05:30,0.49,36.23,29.15,0,0
421,device1,2025-11-11 18:33:27.631128+05:30,0.50,42.25,26.46,0,0
422,device1,2025-11-11 18:33:41.582067+05:30,0.49,42.04,26.29,0,0
423,device1,2025-11-11 18:33:56.888938+05:30,0.49,42.07,26.16,0,0
424,device1,2025-11-11 18:34:11.739591+05:30,0.50,42.12,26.04,0,0
425,device1,2025-11-11 18:34:26.705917+05:30,0.49,42.23,25.91,0,0
426,device2,2025-11-11 18:34:32.476386+05:30,10.92,36.63,29.76,0,0
427,device1,2025-11-11 18:34:41.581546+05:30,0.49,42.30,25.84,0,0
428,device2,2025-11-11 18:34:46.406526+05:30,11.07,36.28,29.64,0,0
429,device1,2025-11-11 18:34:56.839013+05:30,0.47,42.26,25.75,0,0
430,device2,2025-11-11 18:35:01.675553+05:30,11.01,36.24,29.54,0,0
431,device1,2025-11-11 18:35:11.585796+05:30,0.51,42.42,25.69,0,0
432,device2,2025-11-11 18:35:16.824525+05:30,10.98,36.20,29.44,0,0
433,device2,2025-11-11 18:35:38.541315+05:30,11.05,36.23,29.36,0,0
434,device2,2025-11-11 18:35:48.337785+05:30,11.01,36.25,29.28,0,0
435,device2,2025-11-11 18:36:07.349681+05:30,10.81,36.28,29.21,0,0
436,device1,2025-11-11 18:36:19.64731+05:30,0.49,42.49,25.60,0,0
437,device1,2025-11-11 18:36:19.649928+05:30,0.47,42.79,25.50,0,0
438,device2,2025-11-11 18:36:23.903154+05:30,10.81,36.32,29.14,0,0
439,device1,2025-11-11 18:36:26.988902+05:30,0.50,42.87,25.45,0,0
440,device2,2025-11-11 18:36:31.772664+05:30,11.00,36.45,29.06,0,0
441,device1,2025-11-11 18:36:40.004959+05:30,0.50,42.76,25.40,0,0
442,device2,2025-11-11 18:36:47.292823+05:30,11.01,36.55,28.99,0,0
443,device1,2025-11-11 18:36:54.92595+05:30,0.50,42.77,25.40,0,0
444,device1,2025-11-11 18:37:10.170492+05:30,0.50,42.66,25.39,0,0
445,device1,2025-11-11 18:37:25.056461+05:30,0.50,42.77,25.36,0,0
446,device1,2025-11-11 18:37:39.934295+05:30,0.49,42.92,25.31,0,0
447,device1,2025-11-11 18:37:55.273377+05:30,0.50,43.04,25.24,0,0
448,device1,2025-11-11 18:38:10.537785+05:30,0.50,43.14,25.21,0,0
449,device1,2025-11-11 18:38:27.838839+05:30,0.47,43.55,25.18,0,0
450,device1,2025-11-11 18:40:45.102462+05:30,0.50,44.33,25.07,0,0
451,device1,2025-11-11 18:40:59.24393+05:30,0.50,44.41,25.06,0,0
452,device1,2025-11-11 18:41:14.225456+05:30,0.50,44.68,25.09,0,0
453,device1,2025-11-11 18:41:29.185586+05:30,0.51,44.62,25.09,0,0
454,device1,2025-11-11 18:41:44.119706+05:30,0.51,44.70,25.08,0,0
455,device1,2025-11-11 18:41:59.294644+05:30,0.48,44.51,25.07,0,0
456,device1,2025-11-11 18:42:14.977641+05:30,0.50,44.55,25.08,0,0
457,device1,2025-11-11 18:42:29.396297+05:30,0.51,44.54,25.11,0,0
458,device1,2025-11-11 18:42:43.998235+05:30,0.48,44.46,25.11,0,0
459,device1,2025-11-11 18:42:59.082805+05:30,0.50,44.40,25.12,0,0
460,device1,2025-11-11 18:43:14.103143+05:30,0.51,44.28,25.13,0,0
461,device1,2025-11-11 18:43:29.47255+05:30,0.48,44.26,25.15,0,0
462,device1,2025-11-11 18:43:44.133115+05:30,0.51,44.30,25.13,0,0
463,device1,2025-11-11 18:43:59.209898+05:30,0.48,44.44,25.14,0,0
464,device1,2025-11-11 18:44:14.337991+05:30,0.49,44.33,25.14,0,0
465,device1,2025-11-11 18:44:29.391379+05:30,0.51,44.16,25.15,0,0
466,device1,2025-11-11 18:44:44.409591+05:30,0.51,44.06,25.17,0,0
467,device1,2025-11-11 18:44:59.571373+05:30,0.49,44.01,25.16,0,0
468,device1,2025-11-11 18:45:14.290797+05:30,0.51,44.09,25.17,0,0
469,device1,2025-11-11 18:45:29.259675+05:30,0.51,44.06,25.19,0,0
470,device1,2025-11-11 18:45:45.942769+05:30,0.50,43.95,25.18,0,0
471,device1,2025-11-11 18:45:59.307865+05:30,0.52,44.00,25.19,0,0
472,device1,2025-11-11 18:46:14.252303+05:30,0.48,43.88,25.21,0,0
473,device1,2025-11-11 18:46:29.259217+05:30,0.51,43.93,25.18,0,0
474,device1,2025-11-11 18:46:44.419511+05:30,0.49,43.95,25.18,0,0
475,device1,2025-11-11 18:46:59.341315+05:30,0.51,43.95,25.17,0,0
476,device1,2025-11-11 18:47:14.282254+05:30,0.52,44.01,25.14,0,0
477,device1,2025-11-11 18:47:29.064097+05:30,0.50,44.04,25.13,0,0
478,device1,2025-11-11 18:47:44.192052+05:30,0.51,43.96,25.14,0,0
479,device1,2025-11-11 18:47:59.313039+05:30,0.52,43.80,25.16,0,0
480,device1,2025-11-11 18:48:14.256557+05:30,0.49,43.80,25.20,0,0
481,device1,2025-11-11 18:48:29.169557+05:30,0.49,43.59,25.21,0,0
482,device1,2025-11-11 18:48:44.673913+05:30,0.50,43.57,25.24,0,0
483,device1,2025-11-11 18:48:59.04554+05:30,0.50,43.55,25.27,0,0
484,device1,2025-11-11 18:49:14.407243+05:30,0.51,43.44,25.29,0,0
485,device1,2025-11-11 18:49:29.83137+05:30,0.49,43.36,25.31,0,0
486,device1,2025-11-11 18:49:44.535398+05:30,0.51,43.34,25.32,0,0
487,device1,2025-11-11 18:49:59.583569+05:30,0.52,43.35,25.34,0,0
488,device1,2025-11-11 18:50:14.285187+05:30,0.52,43.30,25.33,0,0
489,device1,2025-11-11 18:50:29.18069+05:30,0.52,43.40,25.33,0,0
490,device1,2025-11-11 18:50:44.220448+05:30,0.52,43.24,25.37,0,0
491,device1,2025-11-11 18:50:59.288235+05:30,0.52,43.20,25.41,0,0
492,device1,2025-11-11 18:51:14.535918+05:30,0.51,43.03,25.48,0,0
493,device1,2025-11-11 18:51:29.184146+05:30,0.51,42.87,25.51,0,0
494,device1,2025-11-11 18:51:44.205639+05:30,0.50,42.94,25.53,0,0
495,device1,2025-11-11 18:51:59.585617+05:30,0.52,42.90,25.52,0,0
496,device1,2025-11-11 18:52:14.221382+05:30,0.51,42.95,25.50,0,0
497,device1,2025-11-11 18:52:29.191895+05:30,0.51,43.09,25.49,0,0
498,device1,2025-11-11 18:52:44.180853+05:30,0.52,43.10,25.46,0,0
499,device1,2025-11-11 18:52:59.324762+05:30,0.51,43.18,25.45,0,0
500,device1,2025-11-11 18:53:14.244425+05:30,0.50,43.01,25.45,0,0
501,device1,2025-11-11 18:53:29.141307+05:30,0.52,42.98,25.45,0,0
502,device1,2025-11-11 18:53:44.35218+05:30,0.52,42.83,25.45,0,0
503,device1,2025-11-11 18:53:59.340441+05:30,0.51,42.85,25.46,0,0
504,device1,2025-11-11 18:54:14.542978+05:30,0.52,42.85,25.46,0,0
505,device1,2025-11-11 18:54:29.293135+05:30,0.52,42.90,25.46,0,0
506,device1,2025-11-11 18:54:44.358711+05:30,0.49,42.86,25.48,0,0
507,device1,2025-11-11 18:54:59.973337+05:30,0.52,42.74,25.49,0,0
508,device1,2025-11-11 18:55:14.262541+05:30,0.50,42.63,25.49,0,0
509,device1,2025-11-11 18:55:29.479258+05:30,0.52,42.64,25.48,0,0
510,device1,2025-11-11 18:55:44.36054+05:30,0.52,42.75,25.49,0,0
511,device1,2025-11-11 18:55:59.311875+05:30,0.52,42.74,25.48,0,0
512,device1,2025-11-11 18:56:14.456126+05:30,0.52,42.81,25.48,0,0
513,device1,2025-11-11 18:56:29.293226+05:30,0.52,42.81,25.48,0,0
514,device1,2025-11-11 18:56:46.627387+05:30,0.52,42.82,25.47,0,0
515,device1,2025-11-11 18:57:00.069772+05:30,0.52,42.80,25.46,0,0
516,device1,2025-11-11 18:57:14.418998+05:30,0.51,42.85,25.48,0,0
517,device1,2025-11-11 18:57:29.282239+05:30,0.52,42.73,25.49,0,0
518,device1,2025-11-11 18:57:44.500532+05:30,0.52,42.69,25.50,0,0
519,device1,2025-11-11 18:57:59.264811+05:30,0.50,42.68,25.49,0,0
520,device1,2025-11-11 18:58:14.516312+05:30,0.52,42.70,25.50,0,0
521,device1,2025-11-11 18:58:29.661397+05:30,0.53,42.70,25.49,0,0
522,device1,2025-11-11 18:58:44.278321+05:30,0.53,42.67,25.47,0,0
523,device1,2025-11-11 18:59:00.581236+05:30,0.50,42.73,25.46,0,0
524,device1,2025-11-11 18:59:14.499107+05:30,0.52,42.79,25.47,0,0
525,device1,2025-11-11 18:59:30.429367+05:30,0.53,42.74,25.45,0,0
526,device1,2025-11-11 18:59:44.620596+05:30,0.53,42.77,25.45,0,0
527,device1,2025-11-11 18:59:59.272694+05:30,0.52,42.71,25.46,0,0
528,device1,2025-11-11 19:00:14.95205+05:30,0.52,42.62,25.46,0,0
529,device1,2025-11-11 19:00:29.424516+05:30,0.53,42.67,25.43,0,0
530,device1,2025-11-11 19:00:44.252268+05:30,0.52,42.65,25.44,0,0
531,device1,2025-11-11 19:00:59.332387+05:30,0.52,42.57,25.46,0,0
532,device1,2025-11-11 19:01:14.510932+05:30,0.52,42.52,25.44,0,0
533,device1,2025-11-11 19:01:29.197777+05:30,0.52,42.56,25.46,0,0
534,device1,2025-11-11 19:01:44.455902+05:30,0.53,42.45,25.45,0,0
535,device1,2025-11-11 19:01:59.761003+05:30,0.52,42.57,25.44,0,0
536,device1,2025-11-11 19:02:14.374862+05:30,0.54,42.61,25.43,0,0
537,device1,2025-11-11 19:02:29.606238+05:30,0.53,42.56,25.40,0,0
538,device1,2025-11-11 19:02:44.917293+05:30,0.51,42.62,25.40,0,0
539,device1,2025-11-11 19:02:59.408087+05:30,0.51,42.59,25.43,0,0
540,device1,2025-11-11 19:03:16.681822+05:30,0.51,42.47,25.47,0,0
541,device1,2025-11-11 19:03:29.956331+05:30,0.53,42.34,25.47,0,0
542,device1,2025-11-11 19:03:44.608473+05:30,0.53,42.32,25.44,0,0
543,device1,2025-11-11 19:04:03.706382+05:30,0.53,42.43,25.43,0,0
544,device1,2025-11-11 19:04:14.334177+05:30,0.51,42.38,25.43,0,0
545,device1,2025-11-11 19:04:29.769221+05:30,0.54,42.33,25.42,0,0
546,device1,2025-11-11 19:04:44.611621+05:30,0.52,42.43,25.42,0,0
547,device1,2025-11-11 19:04:59.295727+05:30,0.54,42.33,25.44,0,0
548,device1,2025-11-11 19:05:14.522453+05:30,0.54,42.23,25.45,0,0
549,device1,2025-11-11 19:05:29.570592+05:30,0.52,42.22,25.47,0,0
550,device1,2025-11-11 19:05:44.491356+05:30,0.54,42.33,25.47,0,0
551,device1,2025-11-11 19:05:59.589231+05:30,0.53,42.35,25.47,0,0
552,device1,2025-11-11 19:06:14.67731+05:30,0.51,42.27,25.48,0,0
553,device1,2025-11-11 19:06:29.491986+05:30,0.53,42.19,25.49,0,0
554,device1,2025-11-11 19:06:45.842639+05:30,0.52,42.23,25.48,0,0
555,device1,2025-11-11 19:06:59.30756+05:30,0.51,42.26,25.49,0,0
556,device1,2025-11-11 19:07:14.29197+05:30,0.53,42.21,25.52,0,0
557,device1,2025-11-11 19:07:29.352502+05:30,0.53,42.07,25.55,0,0
558,device1,2025-11-11 19:07:44.525542+05:30,0.53,41.96,25.56,0,0
559,device1,2025-11-11 19:07:59.405511+05:30,0.53,41.99,25.58,0,0
560,device1,2025-11-11 19:08:14.651883+05:30,0.53,42.05,25.59,0,0
561,device1,2025-11-11 19:08:29.432428+05:30,0.53,41.97,25.60,0,0
562,device1,2025-11-11 19:08:44.673663+05:30,0.53,41.89,25.60,0,0
563,device1,2025-11-11 19:08:59.594929+05:30,0.53,41.93,25.61,0,0
564,device1,2025-11-11 19:09:14.63597+05:30,0.50,41.89,25.62,0,0
565,device1,2025-11-11 19:09:29.507184+05:30,0.50,41.88,25.59,0,0
566,device1,2025-11-11 19:09:45.200042+05:30,0.51,41.99,25.54,0,0
567,device1,2025-11-11 19:10:00.237693+05:30,0.51,42.04,25.54,0,0
568,device1,2025-11-11 19:10:14.687565+05:30,0.51,42.02,25.56,0,0
569,device1,2025-11-11 19:10:29.548002+05:30,0.52,41.98,25.54,0,0
570,device1,2025-11-11 19:10:44.763545+05:30,0.53,42.13,25.50,0,0
571,device1,2025-11-11 19:11:00.045671+05:30,0.52,42.26,25.47,0,0
572,device1,2025-11-11 19:11:14.483828+05:30,0.53,42.29,25.42,0,0
573,device1,2025-11-11 19:11:29.595981+05:30,0.53,42.45,25.37,0,0
574,device1,2025-11-11 19:11:44.449707+05:30,0.54,42.60,25.33,0,0
575,device1,2025-11-11 19:11:59.710512+05:30,0.51,42.66,25.31,0,0
576,device1,2025-11-11 19:12:18.950036+05:30,0.53,42.70,25.26,0,0
577,device1,2025-11-11 19:12:29.610573+05:30,0.51,42.84,25.24,0,0
578,device1,2025-11-11 19:16:31.219893+05:30,0.56,42.80,25.22,0,0
579,device1,2025-11-11 19:16:45.958167+05:30,0.59,42.67,25.23,0,0
580,device1,2025-11-11 19:17:00.903533+05:30,0.59,42.56,25.24,0,0
581,device1,2025-11-11 19:17:15.867196+05:30,0.58,42.58,25.25,0,0
582,device1,2025-11-11 19:17:31.240758+05:30,0.59,43.16,25.30,0,0
583,device1,2025-11-11 19:17:45.959765+05:30,0.59,42.56,25.34,0,0
584,device1,2025-11-11 19:18:00.908053+05:30,0.60,42.42,25.35,0,0
585,device1,2025-11-11 19:18:15.960153+05:30,0.60,42.45,25.38,0,0
586,device1,2025-11-11 19:18:30.911431+05:30,0.59,42.36,25.41,0,0
587,device1,2025-11-11 19:18:45.970532+05:30,0.58,42.19,25.44,0,0
588,device1,2025-11-11 19:19:01.027148+05:30,0.60,42.15,25.49,0,0
589,device1,2025-11-11 19:19:15.96726+05:30,0.62,42.01,25.51,0,0
590,device1,2025-11-11 19:19:31.025118+05:30,0.61,41.97,25.56,0,0
591,device1,2025-11-11 19:19:45.971305+05:30,0.60,41.80,25.61,0,0
592,device1,2025-11-11 19:20:01.026306+05:30,0.61,41.76,25.66,0,0
593,device1,2025-11-11 19:20:15.976466+05:30,0.61,41.65,25.68,0,0
594,device1,2025-11-11 19:20:30.924274+05:30,0.60,41.63,25.69,0,0
595,device1,2025-11-11 19:20:45.980885+05:30,0.62,41.68,25.70,0,0
596,device1,2025-11-11 19:21:00.932854+05:30,0.62,41.63,25.72,0,0
597,device1,2025-11-11 19:21:15.99417+05:30,0.61,41.51,25.74,0,0
598,device1,2025-11-11 19:21:30.934077+05:30,0.59,41.49,25.74,0,0
599,device1,2025-11-11 19:21:45.982604+05:30,0.62,41.49,25.76,0,0
600,device1,2025-11-11 19:22:01.050294+05:30,0.62,41.34,25.80,0,0
601,device1,2025-11-11 19:22:15.987793+05:30,0.62,41.21,25.83,0,0
602,device1,2025-11-11 19:22:30.938763+05:30,0.62,41.27,25.82,0,0
603,device1,2025-11-11 19:22:45.985906+05:30,0.62,41.29,25.85,0,0
604,device1,2025-11-11 19:23:00.939208+05:30,0.60,41.33,25.87,0,0
605,device1,2025-11-11 19:23:16.502259+05:30,0.61,41.23,25.91,0,0
606,device1,2025-11-11 19:23:30.937836+05:30,0.61,41.05,25.93,0,0
607,device1,2025-11-11 19:23:45.993451+05:30,0.60,41.06,25.94,0,0
608,device1,2025-11-11 19:24:00.94246+05:30,0.61,41.07,25.95,0,0
609,device1,2025-11-11 19:24:15.919236+05:30,0.61,41.01,25.97,0,0
610,device1,2025-11-11 19:24:30.942145+05:30,0.62,40.99,25.96,0,0
611,device1,2025-11-11 19:24:45.996719+05:30,0.62,41.05,25.97,0,0
612,device1,2025-11-11 19:25:00.93087+05:30,0.62,41.02,25.97,0,0
613,device1,2025-11-11 19:25:16.000516+05:30,0.59,41.02,25.97,0,0
614,device1,2025-11-11 19:25:30.949402+05:30,0.62,41.08,25.95,0,0
615,device1,2025-11-11 19:26:28.578448+05:30,0.59,41.04,26.41,0,0
616,device1,2025-11-11 19:26:46.189453+05:30,0.58,41.10,26.30,0,0
617,device1,2025-11-11 19:26:58.508425+05:30,0.56,41.00,26.23,0,0
618,device1,2025-11-11 19:27:13.491037+05:30,0.57,40.95,26.14,0,0
619,device1,2025-11-11 19:27:28.504386+05:30,0.55,41.04,26.07,0,0
620,device1,2025-11-11 19:27:43.361582+05:30,0.57,41.10,26.02,0,0
621,device1,2025-11-11 19:27:58.51717+05:30,0.56,41.16,25.97,0,0
622,device1,2025-11-11 19:28:14.078759+05:30,0.56,41.06,25.93,0,0
623,device1,2025-11-11 19:28:28.856007+05:30,0.56,41.12,25.90,0,0
624,device1,2025-11-11 19:28:43.354085+05:30,0.53,40.98,25.92,0,0
625,device1,2025-11-11 19:28:58.516381+05:30,0.55,40.98,25.94,0,0
626,device1,2025-11-11 19:29:13.457822+05:30,0.54,40.84,25.97,0,0
627,device1,2025-11-11 19:29:41.371292+05:30,0.52,40.76,26.43,0,0
628,device1,2025-11-11 19:29:56.786255+05:30,0.52,40.94,26.27,0,0
629,device1,2025-11-11 19:30:11.212277+05:30,0.53,40.99,26.17,0,0
630,device1,2025-11-11 19:30:26.370383+05:30,0.56,41.16,26.11,0,0
631,device1,2025-11-11 19:30:41.423992+05:30,0.53,41.23,26.05,0,0
632,device1,2025-11-11 19:30:56.268352+05:30,0.55,41.00,26.03,0,0
633,device1,2025-11-11 19:31:11.426362+05:30,0.54,40.89,26.02,0,0
634,device1,2025-11-11 19:31:26.381313+05:30,0.55,40.83,26.01,0,0
635,device1,2025-11-11 19:31:41.530014+05:30,0.52,40.73,25.99,0,0
636,device1,2025-11-11 19:31:56.326841+05:30,0.52,40.77,25.98,0,0
637,device1,2025-11-11 19:32:11.226613+05:30,0.53,40.84,25.97,0,0
638,device1,2025-11-11 19:32:26.381327+05:30,0.54,40.88,25.97,0,0
639,device1,2025-11-11 19:33:16.457299+05:30,0.55,41.03,25.95,0,0
640,device1,2025-11-11 19:33:31.194522+05:30,0.52,40.98,25.91,0,0
641,device1,2025-11-11 19:33:46.558593+05:30,0.51,41.02,25.85,0,0
642,device1,2025-11-11 19:37:02.135139+05:30,0.46,41.11,26.01,0,0
643,device1,2025-11-11 19:37:16.586771+05:30,0.47,40.83,25.98,0,0
644,device1,2025-11-11 19:37:31.437876+05:30,0.47,40.96,25.90,0,0
645,device1,2025-11-11 19:37:46.379096+05:30,0.48,41.05,25.83,0,0
646,device1,2025-11-11 19:38:01.532619+05:30,0.47,41.12,25.80,0,0
647,device1,2025-11-11 20:00:45.317864+05:30,0.51,42.99,24.86,0,0
648,device1,2025-11-11 20:01:02.965193+05:30,0.53,42.77,24.81,0,0
649,device1,2025-11-11 20:01:06.931522+05:30,0.51,42.82,24.73,0,0
650,device1,2025-11-11 20:01:20.828642+05:30,0.52,42.84,24.70,0,0
651,device1,2025-11-11 20:01:35.814541+05:30,0.53,42.81,24.69,0,0
652,device1,2025-11-11 20:01:50.988512+05:30,0.53,42.74,24.69,0,0
653,device1,2025-11-11 20:02:06.663197+05:30,0.52,42.73,24.67,0,0
654,device1,2025-11-11 20:02:21.171107+05:30,0.53,42.77,24.63,0,0
655,device1,2025-11-11 20:02:36.224878+05:30,0.53,42.82,24.62,0,0
656,device1,2025-11-11 20:02:51.574159+05:30,0.52,42.76,24.61,0,0
657,device1,2025-11-11 20:03:06.683479+05:30,0.50,42.87,24.58,0,0
658,device1,2025-11-11 20:03:21.257615+05:30,0.51,42.85,24.56,0,0
659,device1,2025-11-11 20:03:37.47817+05:30,0.54,42.92,24.56,0,0
660,device1,2025-11-11 20:03:51.867077+05:30,0.53,42.87,24.56,0,0
661,device1,2025-11-11 20:04:06.746803+05:30,0.51,42.77,24.57,0,0
662,device1,2025-11-11 20:04:21.733829+05:30,0.53,42.67,24.56,0,0
663,device1,2025-11-11 20:04:36.258699+05:30,0.54,42.71,24.57,0,0
664,device1,2025-11-11 20:04:51.791547+05:30,0.51,42.72,24.60,0,0
665,device1,2025-11-11 20:05:06.579973+05:30,0.54,42.52,24.67,0,0
666,device1,2025-11-11 20:05:21.565478+05:30,0.54,42.31,24.73,0,0
667,device1,2025-11-12 17:33:16.203903+05:30,0.45,52.28,26.79,0,0
668,device1,2025-11-12 17:33:31.212496+05:30,0.47,56.07,26.84,0,0
669,device1,2025-11-12 17:33:46.231089+05:30,0.48,54.32,26.89,0,0
670,device1,2025-11-12 17:34:01.330507+05:30,0.47,53.90,26.96,0,0
671,device1,2025-11-12 17:34:16.388612+05:30,0.45,57.08,26.90,0,0
672,device1,2025-11-12 17:34:31.369737+05:30,0.50,61.47,26.85,0,0
673,device1,2025-11-12 17:34:46.604091+05:30,0.50,65.35,26.84,0,0
674,device1,2025-11-12 17:35:01.308685+05:30,0.48,65.02,26.82,23.190361,72.627525
675,device1,2025-11-12 17:35:16.231665+05:30,0.49,65.93,26.87,23.190367,72.627541
676,device1,2025-11-12 17:36:43.677605+05:30,0.52,64.15,26.87,23.190323,72.627602
677,device1,2025-11-12 17:36:56.937636+05:30,0.54,61.63,26.85,23.190367,72.627693
